DeviceId,IndividualAddress,DeviceName,ProductRefId,Hardware2ProgramRefId,GroupAddressId,RawAddress,GroupName,DatapointType,Role,Kind
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-737,2166,On/Off 60,DPST-1-6,command/value,1-bit control
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-738,2167,On/Off 60 Info,DPST-1-6,feedback,1-bit control
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-764,2305,D1 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-765,2306,D1 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-766,2307,D1 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-767,2308,D1 Dimming  Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-768,2309,D2 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-769,2310,D2 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-770,2311,D2 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-771,2312,D2 Dimming  Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-772,2313,D3 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-773,2314,D3 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-774,2315,D3 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-775,2316,D3 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-776,2317,D4 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-777,2318,D4 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-778,2319,D4 Dimmimg,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-779,2320,D4 Dimmimg Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-780,2321,D5 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-781,2322,D5 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-782,2323,D5 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-783,2324,D5 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-784,2325,D6 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-785,2326,D6 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-786,2327,D6 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-787,2328,D6 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-788,2329,D7 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-789,2330,D7 ON/Off  Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-790,2331,D7 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-791,2332,D7 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-792,2333,D8 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-793,2334,D8 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-794,2335,D8 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-795,2336,D8 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-796,2337,D9 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-797,2338,D9 ON/Off  Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-798,2339,D9 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-799,2340,D9 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-800,2341,D10 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-801,2342,D10 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-802,2343,D10 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-803,2344,D10 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-804,2345,D11 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-805,2346,D11 ON/Off  Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-806,2347,D11 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-807,2348,D11 Dimmimg Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-808,2349,D12 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-809,2350,D12 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-810,2351,D12 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-811,2352,D12 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-812,2353,D13 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-813,2354,D13 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-814,2355,D13 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-815,2356,D13 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-816,2357,D14 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-817,2358,D14 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-818,2359,D14 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-819,2360,D14 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-820,2361,D15 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-821,2362,D15 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-822,2363,D15 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-823,2364,D15 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-824,2365,D16 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-825,2366,D16 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-826,2367,D16 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-827,2368,D16 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-828,2369,D17 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-829,2370,D17 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-830,2371,D17 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-831,2372,D17 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-832,2373,D18 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-833,2374,D18 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-834,2375,D18 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-835,2376,D18 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-836,2377,D19 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-837,2378,D19 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-838,2379,D19 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-839,2380,D19 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-840,2381,D20 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-841,2382,D20 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-842,2383,D20 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-843,2384,D20 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-844,2385,D21 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-845,2386,D21 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-846,2387,D21 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-847,2388,D21 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-848,2389,D22 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-849,2390,D22 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-850,2391,D22 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-851,2392,D22 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-852,2393,D23 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-853,2394,D23 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-854,2395,D23 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-855,2396,D23 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-856,2397,D24 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-857,2398,D24 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-858,2399,D24 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-859,2400,D24 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-860,2401,D25 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-861,2402,D25 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-862,2403,D25 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-863,2404,D25 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-864,2405,D26 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-865,2406,D26 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-866,2407,D26 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-867,2408,D26 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-868,2409,D27 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-869,2410,D27 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-870,2411,D27 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-871,2412,D27 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-872,2413,D28 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-873,2414,D28 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-874,2415,D28 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-875,2416,D28 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-876,2417,D29 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-877,2418,D29 ON/Off Info,DPST-5-1,feedback,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-878,2419,D29 Dimming,DPST-5-1,command/value,8-bit scaling
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-879,2420,D29 Dimming Info,DPST-3-7,feedback,relative dimming
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-880,2421,D30 ON/Off,DPST-1-1,command/value,switch
P-07BC-0_DI-99,51,,M-0071_H-ZVIZ100-1_P-ZVIZ100,M-0071_H-ZVIZ100-1_HP-5521-37-37C5,P-07BC-0_GA-881,2422,D30 ON/Off Info,DPST-5-1,feedback,8-bit scaling
